"id","idade","faixa_idade","genero","estado","uf","regiao","faixa_salarial","cargo","nivel","forma_trabalho","aws","gcp","azure","oracle_cloud","ibm_cloud","on_premise","cloud_propria","lang_sql","lang_r","lang_python","lang_c","lang_dotnet","lang_java","lang_julia","lang_sas_stata","lang_vba","lang_scala","lang_matlab","lang_php","lang_javascript","bi_powerbi","bi_qlik","bi_tableau","bi_metabase","bi_looker","bi_google_data_studio","bi_so_excel","bi_nenhuma"
"nykr71jyf9j16wywinonykrk0tezgz3l","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo híbrido com dias fixos de trabalho presencial","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"nykkwjehjopwhtnykky1j5kq69rhqrqq","25","25-29","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"nxw5hmrb1njprlv6o2yfd8nxw5hmrdo4","23","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Analista Administrativo","Júnior","Modelo 100% presencial","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"nwtcnn6sgj5bll2gtnwtcnn6ugg1dxtz","37","35-39","Masculino","Santa Catarina (SC)","SC","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"nvszctdtcn94z1nvszls165cfj0g93ix","24","22-24","Masculino","Paraná (PR)","PR","Sul","de R$ 30.001/mês a R$ 40.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2xf5en6n750pjfiq2xf5sr67z6vmlk10","35","35-39","Masculino","Ceará (CE)","CE","Nordeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Negócios/Business Analyst","Pleno","Modelo 100% presencial","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"ntj5a8aybokvifcn7g9ntj5fanh1h081","36","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"fntzzd01zsg27fnt7qqlcrrq56ty11sv","49","45-49","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo híbrido com dias fixos de trabalho presencial","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0"
"nsael62t3a6c030l9nsae4v4mzsafhbd","29","25-29","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Engenheiro de Machine Learning/ML Engineer","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"nruihdhhdythtbgwnruih14a818rnepj","41","40-44","Masculino","Paraná (PR)","PR","Sul","de R$ 6.001/mês a R$ 8.000/mês","Estatístico","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"nru5m989j735m7u6onru51oh305d4myd","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo 100% remoto","1","0","1","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0"
"nr7tkomb3yyj42nr7tkox8h00bmjywh9","26","25-29","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Dados/Data Analyst","Júnior","Modelo híbrido com dias fixos de trabalho presencial","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"nr6ycyvpwm2vsj06ulnr6ycc1xb3ldfe","31","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"720y4vkt4xzrx2m720y48fpi12fnke76","51","50-54","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Analista de Negócios/Business Analyst","Sênior","Modelo 100% presencial","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","0"
"fd1sw8sf5bq7c6vfd1swz223lk1kc39j","40","40-44","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% presencial","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"nqaai5u2uouqy4tdcsnqaai38menlrzi","25","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Engenheiro de Dados/Data Engineer","Júnior","Modelo híbrido com dias fixos de trabalho presencial","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"nq7lz99e1dcuir2pm4n5nq7lz99eeoes","24","22-24","Masculino","Espírito Santo (ES)","ES","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0"
"nq1ieykigqk19gpmwsnq1fzv62seeby1","43","40-44","Masculino","Paraná (PR)","PR","Sul","Acima de R$ 40.001/mês","Cientista de Dados/Data Scientist","Sênior","Modelo 100% remoto","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"dpj4g79i55d8nkdpjx1mdqzuu060nhg7","45","45-49","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","","","Modelo 100% presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nouqj1wtq3pm55lelwgnouqj1q1w5kpi","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo 100% remoto","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"cr3xv11749514r40cr3xzlsu7oa1e6pg","40","40-44","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Desenvolvedor ou Engenheiro de Software","Sênior","Modelo 100% remoto","1","0","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"cjvlpylqeytpe8ns94wcjvlpylgizeks","35","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Desenvolvedor ou Engenheiro de Software","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"kx7ipwd716j0nqh7vtkx7ijjpyd4bvqm","53","50-54","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 20.001/mês a R$ 25.000/mês","Analista de Inteligência de Mercado/Market Intelligence","Sênior","Modelo 100% remoto","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ax2etb7upmtcsvmqax2e8z0m8gojkme0","32","30-34","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Inteligência de Mercado/Market Intelligence","Pleno","Modelo 100% remoto","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"nkw7mnjbzunbg2q8onkw7mnjgbb485jj","30","30-34","Masculino","Santa Catarina (SC)","SC","Sul","de R$ 6.001/mês a R$ 8.000/mês","Desenvolvedor ou Engenheiro de Software","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"nkn8434rdowtk7chlltnkn8432zvozqx","21","17-21","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Engenheiro de Machine Learning/ML Engineer","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"niodoguhpyfopel67l4yd4niodog5dp2","23","22-24","Feminino","Minas Gerais (MG)","MG","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Outro","Júnior","Modelo 100% presencial","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0"
"nha429l0972x36bdnha42u4f12jhj1f0","23","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista Administrativo","Júnior","Modelo híbrido com dias fixos de trabalho presencial","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"6rpydc8dwwvpp2adbwo6rpydcq6xgomo","39","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% presencial","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"nfwok1b1o7d7vop4h0nfwok292hkbi22","31","30-34","Masculino","Paraná (PR)","PR","Sul","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"nf70z30v7fyzg39g5nf70z3rnpqro32m","25","25-29","Feminino","Goiás (GO)","GO","Centro-oeste","de R$ 1.001/mês a R$ 2.000/mês","Desenvolvedor ou Engenheiro de Software","Júnior","Modelo 100% remoto","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"nf4pwamaz8l6w8cbblu8cnf4pwaw7euv","26","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ndbfvs1jft4iy9wum1d98pndbfvs17fi","24","22-24","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"ncm3dchqkteancm3dc4cae8saa9ynus5","33","30-34","Masculino","Fora do Brasil","Exterior","Exterior","de R$ 30.001/mês a R$ 40.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"nc9k942idohkeodnc9kq6h0da6ldwivj","28","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"nbns553g2jmbm6g165gjxxnbns553qus","25","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0"
"na87ocxew45asvlbob28dna87ocf67p5","45","45-49","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Outro","Pleno","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"na2jwfngn7lspv0v2gmui6na2jwfnewd","27","25-29","Masculino","Espírito Santo (ES)","ES","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo híbrido com dias fixos de trabalho presencial","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"n9vhahhgbrm6tspi70xn9vhahhgsrdbe","23","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Outras Engenharias (não inclui dev)","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"n89l1nhrehvp26w0mn89igc0navayvtm","42","40-44","Masculino","Pernambuco (PE)","PE","Nordeste","de R$ 12.001/mês a R$ 16.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% presencial","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0"
"n6syhybv3af7io807lhvzn6syhybv0w8","25","25-29","Feminino","Minas Gerais (MG)","MG","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"n64mqncfdgri9awn64m3q7lmbptfcqi4","25","25-29","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 1.001/mês a R$ 2.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% presencial","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"n5txzhspp3i0yx22fn5txzz8o7a5lycc","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"n48pf50hu9oz9xs29j3n48pf50d8s2p5","25","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo híbrido com dias fixos de trabalho presencial","0","0","1","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"n31qx0imyp4cvzydsxc8hn31qxtooct7","26","25-29","Masculino","Pernambuco (PE)","PE","Nordeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de Negócios/Business Analyst","Júnior","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"n2hs6rnh6so3n5v34vyagn2hs6bvlq5v","34","30-34","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"n1oskkei9arrmsu4bwn1oskkfepw1utw","24","22-24","Feminino","Minas Gerais (MG)","MG","Sudeste","Menos de R$ 1.000/mês","Outro","Júnior","Modelo 100% remoto","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"4dqd5dfoplz58qu5we5h4dqd5dfpx7gp","51","50-54","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Outras Engenharias (não inclui dev)","Sênior","Modelo 100% presencial","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"mz7nvwwhh56ar3fm4omzo3t3ut2e8a4y","28","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6b4l2bcmc3jxolyqz6b4l2bm0gnuffhh","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo híbrido com dias fixos de trabalho presencial","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"myoshru4ndrgal3kpc8v2myosmloxpdk","31","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Outras Engenharias (não inclui dev)","Sênior","Modelo híbrido com dias fixos de trabalho presencial","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0"
"myikqdqv0bm3ifwczbzobqmyikqd6qng","25","25-29","Masculino","Paraná (PR)","PR","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"my4wil5usxy0hrixvgdmy4wi32vep6ij","25","25-29","Masculino","Paraná (PR)","PR","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1kn0s6tqivpzz89jubu0rf1kn0s6a52d","51","50-54","Masculino","Santa Catarina (SC)","SC","Sul","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo híbrido com dias fixos de trabalho presencial","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"mwi7uaww80laejrhmimwi7uaq2ysb77v","34","30-34","Feminino","Santa Catarina (SC)","SC","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"mvys3fohmetqtbyzmvysss064jtu54sg","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Inteligência de Mercado/Market Intelligence","Sênior","Modelo 100% presencial","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0"
"mvsjf6hm4cy5lmvsjs3hkqemh8yw0cf9","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"mvep5zt8f0gxcalsv735hmvep5zx6k37","37","35-39","Feminino","Fora do Brasil","Exterior","Exterior","de R$ 12.001/mês a R$ 16.000/mês","Outro","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"294yh6aijkdu9tzef5gf0s3g294yh7o3","25","25-29","Masculino","Ceará (CE)","CE","Nordeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"mv6xa164s4o72zb9wwwqmv6xa12nmm7y","25","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo híbrido com dias fixos de trabalho presencial","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0"
"4zplkp419qvp96k4zplj0hfvcklj4m6p","24","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo híbrido com dias fixos de trabalho presencial","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"mtv9eqhflo1lxx9umtv9eb6usmox4wru","28","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","1","1","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0"
"3bcnv9fjm245zeylv83bcnv9b0x32ent","35","35-39","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Engenheiro de Dados/Data Engineer","Júnior","Modelo 100% remoto","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"mtg6u4jah54x6qa9p3o4gmtg6u4j4aqc","23","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"mt71xltkry3utinmt71nyefejc6r0j4f","39","35-39","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 12.001/mês a R$ 16.000/mês","Arquiteto de Dados","Sênior","Modelo 100% remoto","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0"
"mrvw29nqrcbggtnbd727mrvw2jtmdb50","41","40-44","Masculino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 12.001/mês a R$ 16.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo 100% remoto","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"391p5dnj0hqphforwqs391peusnjmius","35","35-39","Masculino","Pernambuco (PE)","PE","Nordeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de Negócios/Business Analyst","Júnior","Modelo híbrido com dias fixos de trabalho presencial","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"mq1p2tnigace9hzwp1dvmq1p2yukxrid","30","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"mom5gr65uqauvusvlmom5giwgzjnrw7a","32","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Outro","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"mm4jnw86vj1yvzykmm4q93rou4jg8erd","27","25-29","Masculino","Paraíba (PB)","PB","Nordeste","Menos de R$ 1.000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo 100% remoto","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"mm2119gq8a7yypmm211bjnsoq9qx2v5l","30","30-34","Masculino","Santa Catarina (SC)","SC","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"34xpb70x8czt5g2bar34xpbae8mhwzsz","31","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% presencial","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"mlprlgsth6mlkmmbyk7amkkmmbwjrlhe","21","17-21","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"mli0ul1xdr7zj76d9imli0uuu3fi8oe7","39","35-39","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista Administrativo","Sênior","Modelo 100% presencial","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ml4ndnlsjrlqpofxfml4ndbptkfuammr","30","30-34","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0"
"2n9h71jcfgq4m3j5stjw2n9h71zjsoc3","42","40-44","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"mkd9v61i0zskw6mkd9imcwky5f6c23l2","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"mjzxdsz5uw9yntqwcwgvzmjzx4dk9zjs","35","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
